;league;gender;external_id;stage;start_dt;home_player;away_player;home_score;away_score;line_score;h_odds;a_odds
612;Win Cup (Ucrania);1;g_25_YJa31HEo;Finalizado;2021-01-28 00:00:00;Vakulin A. (Ukr);Riabukhin A. (Ukr);2;3;[{'home': 11, 'away': 13}, {'home': 11, 'away': 3}, {'home': 12, 'away': 14}, {'home': 11, 'away': 4}, {'home': 4, 'away': 11}];1.38;2.7
613;Win Cup (Ucrania);1;g_25_p46LxYyo;Finalizado;2021-01-28 00:00:00;Varchenko M. (Ukr);Babenko P. (Ukr);1;3;[{'home': 9, 'away': 11}, {'home': 9, 'away': 11}, {'home': 11, 'away': 6}, {'home': 11, 'away': 13}];;
614;Win Cup (Ucrania);1;g_25_8xhGbFb4;Finalizado;2021-01-28 00:00:00;Andreev O. (Ukr);Plakhteyev N. (Ukr);3;1;[{'home': 11, 'away': 9}, {'home': 11, 'away': 6}, {'home': 9, 'away': 11}, {'home': 11, 'away': 7}];1.93;1.73
615;Win Cup (Ucrania);1;g_25_2XtDT3ID;Finalizado;2021-01-28 00:00:00;Bortsov D. (Ukr);Bazyn F. (Ukr);3;1;[{'home': 11, 'away': 5}, {'home': 11, 'away': 8}, {'home': 6, 'away': 11}, {'home': 11, 'away': 5}];1.68;1.98
616;Win Cup (Ucrania);1;g_25_lWsfACcG;Finalizado;2021-01-28 00:00:00;Korobeynik S. (Ukr);Khamurda V. (Ukr);3;1;[{'home': 11, 'away': 9}, {'home': 5, 'away': 11}, {'home': 11, 'away': 7}, {'home': 11, 'away': 8}];1.73;1.93
617;Win Cup (Ucrania);1;g_25_SvGn0sha;Finalizado;2021-01-28 00:00:00;Shukin D. (Ukr);Abalmaz S. (Ukr);0;3;[{'home': 8, 'away': 11}, {'home': 3, 'away': 11}, {'home': 6, 'away': 11}];;
618;Win Cup (Ucrania);1;g_25_fZmCaeqb;Finalizado;2021-01-28 00:00:00;Moroz K. (Ukr);Kutniy I. (Ukr);3;0;[{'home': 11, 'away': 9}, {'home': 11, 'away': 6}, {'home': 11, 'away': 9}];1.5;2.3
619;Win Cup (Ucrania);1;g_25_CAb70yUi;Finalizado;2021-01-28 00:00:00;Nemchenko D. (Ukr);Elkhov A. (Ukr);3;1;[{'home': 11, 'away': 7}, {'home': 10, 'away': 12}, {'home': 12, 'away': 10}, {'home': 11, 'away': 7}];;
620;Win Cup (Ucrania);1;g_25_buANhpSr;Finalizado;2021-01-28 00:00:00;Bazyn F. (Ukr);Kubrak S. (Ukr);1;3;[{'home': 7, 'away': 11}, {'home': 12, 'away': 10}, {'home': 4, 'away': 11}, {'home': 4, 'away': 11}];1.73;1.93
621;Win Cup (Ucrania);1;g_25_fVDOvzQL;Finalizado;2021-01-28 00:00:00;Pavlyuk R. (Ukr);Plakhteyev N. (Ukr);3;0;[{'home': 11, 'away': 6}, {'home': 11, 'away': 5}, {'home': 11, 'away': 9}];2.3;1.5
622;Win Cup (Ucrania);1;g_25_4hZoxdMD;Finalizado;2021-01-28 00:00:00;Polusmiak V. (Ukr);Khamurda V. (Ukr);2;3;[{'home': 13, 'away': 11}, {'home': 11, 'away': 5}, {'home': 9, 'away': 11}, {'home': 5, 'away': 11}, {'home': 11, 'away': 13}];2.26;1.53
623;Win Cup (Ucrania);1;g_25_6T5JZmrP;Finalizado;2021-01-28 00:00:00;Babenko P. (Ukr);Kutniy I. (Ukr);1;3;[{'home': 11, 'away': 13}, {'home': 9, 'away': 11}, {'home': 12, 'away': 10}, {'home': 9, 'away': 11}];;
624;Win Cup (Ucrania);1;g_25_tMdoV7jt;Finalizado;2021-01-28 00:00:00;Elkhov A. (Ukr);Moroz K. (Ukr);3;1;[{'home': 6, 'away': 11}, {'home': 11, 'away': 9}, {'home': 11, 'away': 6}, {'home': 12, 'away': 10}];2.98;1.32
625;Win Cup (Ucrania);1;g_25_4r8jji6p;Finalizado;2021-01-28 00:00:00;Kievskiy Y. (Ukr);Ptitsyn D. (Ukr);2;3;[{'home': 11, 'away': 6}, {'home': 12, 'away': 10}, {'home': 10, 'away': 12}, {'home': 9, 'away': 11}, {'home': 10, 'away': 12}];;
626;Win Cup (Ucrania);1;g_25_8YHSwfuS;Finalizado;2021-01-28 00:00:00;Andreev O. (Ukr);Zhuravlev A. (Ukr);3;0;[{'home': 11, 'away': 8}, {'home': 11, 'away': 7}, {'home': 11, 'away': 3}];2.3;1.5
627;Win Cup (Ucrania);1;g_25_rqYkyGyK;Finalizado;2021-01-28 00:00:00;Gorchakov V. (Ukr);Kubrak S. (Ukr);0;3;[{'home': 9, 'away': 11}, {'home': 7, 'away': 11}, {'home': 2, 'away': 11}];;
628;Win Cup (Ucrania);1;g_25_h29Ri4sk;Finalizado;2021-01-28 00:00:00;Podpaly I. (Ukr);Bortsov D. (Ukr);2;3;[{'home': 11, 'away': 4}, {'home': 8, 'away': 11}, {'home': 11, 'away': 7}, {'home': 16, 'away': 18}, {'home': 5, 'away': 11}];4.1;1.17
629;Win Cup (Ucrania);1;g_25_vFJja175;Finalizado;2021-01-28 00:00:00;Gedz V. (Ukr);Ptitsyn D. (Ukr);1;3;[{'home': 11, 'away': 1}, {'home': 8, 'away': 11}, {'home': 8, 'away': 11}, {'home': 3, 'away': 11}];;
630;Win Cup (Ucrania);1;g_25_zqdkUR5n;Finalizado;2021-01-28 00:00:00;Riabukhin A. (Ukr);Nemchenko D. (Ukr);3;2;[{'home': 9, 'away': 11}, {'home': 6, 'away': 11}, {'home': 11, 'away': 8}, {'home': 14, 'away': 12}, {'home': 11, 'away': 3}];;
631;Win Cup (Ucrania);1;g_25_EZfgToLh;Finalizado;2021-01-28 00:00:00;Varchenko M. (Ukr);Vakulin A. (Ukr);0;3;[{'home': 6, 'away': 11}, {'home': 8, 'away': 11}, {'home': 13, 'away': 15}];3.25;1.27
632;Win Cup (Ucrania);1;g_25_x6XgzziQ;Finalizado;2021-01-28 00:00:00;Kubrak S. (Ukr);Polusmiak V. (Ukr);0;3;[{'home': 9, 'away': 11}, {'home': 6, 'away': 11}, {'home': 9, 'away': 11}];;
633;Win Cup (Ucrania);1;g_25_2aiKcZDA;Finalizado;2021-01-28 00:00:00;Pavlyuk R. (Ukr);Zhuravlev A. (Ukr);2;3;[{'home': 11, 'away': 7}, {'home': 11, 'away': 3}, {'home': 9, 'away': 11}, {'home': 7, 'away': 11}, {'home': 11, 'away': 13}];;
634;Win Cup (Ucrania);1;g_25_Mw9ebLMB;Finalizado;2021-01-28 00:00:00;Kievskiy Y. (Ukr);Burdakov A. (Ukr);1;3;[{'home': 16, 'away': 14}, {'home': 5, 'away': 11}, {'home': 9, 'away': 11}, {'home': 6, 'away': 11}];;
635;Win Cup (Ucrania);1;g_25_A1l2RPk5;Finalizado;2021-01-28 00:00:00;Nemchenko D. (Ukr);Varchenko M. (Ukr);0;3;[{'home': 6, 'away': 11}, {'home': 11, 'away': 13}, {'home': 6, 'away': 11}];2.47;1.45
636;Win Cup (Ucrania);1;g_25_WAkbS5za;Finalizado;2021-01-28 00:00:00;Vakulin A. (Ukr);Babenko P. (Ukr);1;3;[{'home': 5, 'away': 11}, {'home': 11, 'away': 6}, {'home': 10, 'away': 12}, {'home': 2, 'away': 11}];;
637;Win Cup (Ucrania);1;g_25_QD4fZDmq;Finalizado;2021-01-28 00:00:00;Andreev O. (Ukr);Pavlyuk R. (Ukr);3;0;[{'home': 11, 'away': 9}, {'home': 11, 'away': 8}, {'home': 11, 'away': 8}];1.63;2.08
638;Win Cup (Ucrania);1;g_25_zsDUTXTg;Finalizado;2021-01-28 00:00:00;Khamurda V. (Ukr);Bazyn F. (Ukr);3;0;[{'home': 11, 'away': 7}, {'home': 12, 'away': 10}, {'home': 11, 'away': 3}];1.73;1.93
639;Win Cup (Ucrania);1;g_25_djEQUDEm;Finalizado;2021-01-28 00:00:00;Korobeynik S. (Ukr);Podpaly I. (Ukr);1;3;[{'home': 9, 'away': 11}, {'home': 11, 'away': 4}, {'home': 11, 'away': 13}, {'home': 8, 'away': 11}];1.68;1.98
640;Win Cup (Ucrania);1;g_25_IoCfkBLj;Finalizado;2021-01-28 00:00:00;Gedz V. (Ukr);Burdakov A. (Ukr);3;0;[{'home': 12, 'away': 10}, {'home': 11, 'away': 8}, {'home': 11, 'away': 4}];;
641;Win Cup (Ucrania);1;g_25_IRiAP3KH;Finalizado;2021-01-28 00:00:00;Kutniy I. (Ukr);Elkhov A. (Ukr);3;0;[{'home': 11, 'away': 9}, {'home': 11, 'away': 6}, {'home': 11, 'away': 8}];1.93;1.73
642;Win Cup (Ucrania);1;g_25_4Om6Qq5B;Finalizado;2021-01-28 00:00:00;Moroz K. (Ukr);Riabukhin A. (Ukr);2;3;[{'home': 6, 'away': 11}, {'home': 11, 'away': 5}, {'home': 5, 'away': 11}, {'home': 11, 'away': 9}, {'home': 6, 'away': 11}];;
643;Win Cup (Ucrania);1;g_25_hdMA1CkP;Finalizado;2021-01-28 00:00:00;Podpaly I. (Ukr);Gorchakov V. (Ukr);3;1;[{'home': 11, 'away': 5}, {'home': 8, 'away': 11}, {'home': 12, 'away': 10}, {'home': 11, 'away': 5}];3.0;1.3
644;Win Cup (Ucrania);1;g_25_r7GxSBb6;Finalizado;2021-01-28 00:00:00;Podpaly I. (Ukr);Khamurda V. (Ukr);3;2;[{'home': 9, 'away': 11}, {'home': 11, 'away': 5}, {'home': 11, 'away': 8}, {'home': 6, 'away': 11}, {'home': 12, 'away': 10}];;
645;Win Cup (Ucrania);1;g_25_4GHYSiq0;Finalizado;2021-01-28 00:00:00;Polusmiak V. (Ukr);Bazyn F. (Ukr);3;0;[{'home': 11, 'away': 4}, {'home': 11, 'away': 8}, {'home': 11, 'away': 7}];;
646;Win Cup (Ucrania);1;g_25_443bYX2k;Finalizado;2021-01-28 00:00:00;Zhuravlev A. (Ukr);Plakhteyev N. (Ukr);1;3;[{'home': 11, 'away': 9}, {'home': 9, 'away': 11}, {'home': 7, 'away': 11}, {'home': 9, 'away': 11}];2.47;1.45
647;Win Cup (Ucrania);1;g_25_bP5v8ykp;Finalizado;2021-01-28 00:00:00;Babenko P. (Ukr);Elkhov A. (Ukr);3;2;[{'home': 11, 'away': 4}, {'home': 11, 'away': 9}, {'home': 6, 'away': 11}, {'home': 6, 'away': 11}, {'home': 11, 'away': 9}];;
648;Win Cup (Ucrania);1;g_25_0U7acuxI;Finalizado;2021-01-28 00:00:00;Kievskiy Y. (Ukr);Gedz V. (Ukr);2;3;[{'home': 8, 'away': 11}, {'home': 11, 'away': 9}, {'home': 4, 'away': 11}, {'home': 11, 'away': 5}, {'home': 9, 'away': 11}];;
649;Win Cup (Ucrania);1;g_25_xG4r7e4j;Finalizado;2021-01-28 00:00:00;Riabukhin A. (Ukr);Kutniy I. (Ukr);3;1;[{'home': 8, 'away': 11}, {'home': 11, 'away': 5}, {'home': 11, 'away': 6}, {'home': 11, 'away': 5}];1.93;1.73
650;Win Cup (Ucrania);1;g_25_QV5sRVDC;Finalizado;2021-01-28 00:00:00;Gorchakov V. (Ukr);Korobeynik S. (Ukr);0;3;[{'home': 5, 'away': 11}, {'home': 2, 'away': 11}, {'home': 10, 'away': 12}];3.0;1.3
651;Win Cup (Ucrania);1;g_25_x69oQkTI;Finalizado;2021-01-28 00:00:00;Kubrak S. (Ukr);Bortsov D. (Ukr);0;3;[{'home': 4, 'away': 11}, {'home': 9, 'away': 11}, {'home': 2, 'away': 11}];1.83;1.83
652;Win Cup (Ucrania);1;g_25_pGKeXiIe;Finalizado;2021-01-28 00:00:00;Plakhteyev N. (Ukr);Andreev O. (Ukr);3;0;[{'home': 11, 'away': 8}, {'home': 11, 'away': 3}, {'home': 11, 'away': 9}];;
653;Win Cup (Ucrania);1;g_25_U3C3daiO;Finalizado;2021-01-28 00:00:00;Burdakov A. (Ukr);Ptitsyn D. (Ukr);1;3;[{'home': 11, 'away': 9}, {'home': 10, 'away': 12}, {'home': 5, 'away': 11}, {'home': 7, 'away': 11}];;
654;Win Cup (Ucrania);1;g_25_UN6TUbdc;Finalizado;2021-01-28 00:00:00;Vakulin A. (Ukr);Nemchenko D. (Ukr);3;1;[{'home': 16, 'away': 14}, {'home': 12, 'away': 10}, {'home': 4, 'away': 11}, {'home': 11, 'away': 5}];1.68;1.98
655;Win Cup (Ucrania);1;g_25_jX7PVvsi;Finalizado;2021-01-28 00:00:00;Varchenko M. (Ukr);Moroz K. (Ukr);1;3;[{'home': 5, 'away': 11}, {'home': 10, 'away': 12}, {'home': 11, 'away': 3}, {'home': 8, 'away': 11}];;
656;Win Cup (Ucrania);1;g_25_Wh8VjOde;Finalizado;2021-01-28 00:00:00;Gorchakov V. (Ukr);Polusmiak V. (Ukr);1;3;[{'home': 11, 'away': 8}, {'home': 4, 'away': 11}, {'home': 8, 'away': 11}, {'home': 4, 'away': 11}];;
657;Win Cup (Ucrania);1;g_25_j9cTlZ5J;Finalizado;2021-01-28 00:00:00;Korobeynik S. (Ukr);Kubrak S. (Ukr);1;3;[{'home': 5, 'away': 11}, {'home': 11, 'away': 8}, {'home': 9, 'away': 11}, {'home': 12, 'away': 14}];1.93;1.73
658;Win Cup (Ucrania);1;g_25_O6JaWBX1;Finalizado;2021-01-28 00:00:00;Zhuravlev A. (Ukr);Pavlyuk R. (Ukr);3;0;[{'home': 12, 'away': 10}, {'home': 12, 'away': 10}, {'home': 11, 'away': 9}];;
659;Win Cup (Ucrania);1;g_25_Qk0xTxR9;Finalizado;2021-01-28 00:00:00;Moroz K. (Ukr);Vakulin A. (Ukr);3;2;[{'home': 6, 'away': 11}, {'home': 13, 'away': 11}, {'home': 11, 'away': 3}, {'home': 6, 'away': 11}, {'home': 11, 'away': 9}];;
660;Win Cup (Ucrania);1;g_25_CndYTIB3;Finalizado;2021-01-28 00:00:00;Nemchenko D. (Ukr);Babenko P. (Ukr);2;3;[{'home': 11, 'away': 7}, {'home': 5, 'away': 11}, {'home': 11, 'away': 8}, {'home': 6, 'away': 11}, {'home': 8, 'away': 11}];;
661;Win Cup (Ucrania);1;g_25_8fB7eJ6U;Finalizado;2021-01-28 00:00:00;Ptitsyn D. (Ukr);Kievskiy Y. (Ukr);3;2;[{'home': 6, 'away': 11}, {'home': 13, 'away': 11}, {'home': 8, 'away': 11}, {'home': 11, 'away': 7}, {'home': 11, 'away': 8}];;
662;Win Cup (Ucrania);1;g_25_Agv0qDTt;Finalizado;2021-01-28 00:00:00;Bazyn F. (Ukr);Podpaly I. (Ukr);2;3;[{'home': 11, 'away': 7}, {'home': 11, 'away': 7}, {'home': 9, 'away': 11}, {'home': 6, 'away': 11}, {'home': 8, 'away': 11}];1.3;3.0
663;Win Cup (Ucrania);1;g_25_UadXmgLP;Finalizado;2021-01-28 00:00:00;Khamurda V. (Ukr);Gorchakov V. (Ukr);3;1;[{'home': 11, 'away': 6}, {'home': 8, 'away': 11}, {'home': 11, 'away': 6}, {'home': 11, 'away': 4}];1.18;4.05
664;Win Cup (Ucrania);1;g_25_xA7seeA2;Finalizado;2021-01-28 00:00:00;Zhuravlev A. (Ukr);Andreev O. (Ukr);3;1;[{'home': 11, 'away': 9}, {'home': 4, 'away': 11}, {'home': 11, 'away': 7}, {'home': 11, 'away': 5}];;
665;Win Cup (Ucrania);1;g_25_YHxEG2xt;Finalizado;2021-01-28 00:00:00;Burdakov A. (Ukr);Gedz V. (Ukr);1;3;[{'home': 3, 'away': 11}, {'home': 5, 'away': 11}, {'home': 11, 'away': 1}, {'home': 10, 'away': 12}];;
666;Win Cup (Ucrania);1;g_25_b3bpRGeM;Finalizado;2021-01-28 00:00:00;Elkhov A. (Ukr);Riabukhin A. (Ukr);0;3;[{'home': 6, 'away': 11}, {'home': 9, 'away': 11}, {'home': 5, 'away': 11}];1.93;1.73
667;Win Cup (Ucrania);1;g_25_KCatSdtG;Finalizado;2021-01-28 00:00:00;Kutniy I. (Ukr);Varchenko M. (Ukr);0;3;[{'home': 7, 'away': 11}, {'home': 7, 'away': 11}, {'home': 11, 'away': 13}];;
668;Win Cup (Ucrania);1;g_25_r7x8sibg;Finalizado;2021-01-28 00:00:00;Gorchakov V. (Ukr);Bazyn F. (Ukr);0;3;[{'home': 8, 'away': 11}, {'home': 8, 'away': 11}, {'home': 3, 'away': 11}];1.38;2.7
669;Win Cup (Ucrania);1;g_25_jDBofFP8;Finalizado;2021-01-28 00:00:00;Plakhteyev N. (Ukr);Pavlyuk R. (Ukr);3;1;[{'home': 11, 'away': 6}, {'home': 9, 'away': 11}, {'home': 11, 'away': 7}, {'home': 11, 'away': 2}];;
670;Win Cup (Ucrania);1;g_25_lpw4rXrm;Finalizado;2021-01-28 00:00:00;Polusmiak V. (Ukr);Podpaly I. (Ukr);0;3;[{'home': 8, 'away': 11}, {'home': 7, 'away': 11}, {'home': 9, 'away': 11}];;
671;Win Cup (Ucrania);1;g_25_GvgkQzBS;Finalizado;2021-01-28 00:00:00;Babenko P. (Ukr);Riabukhin A. (Ukr);1;3;[{'home': 5, 'away': 11}, {'home': 7, 'away': 11}, {'home': 11, 'away': 3}, {'home': 9, 'away': 11}];;
672;Win Cup (Ucrania);1;g_25_nLtIFMin;Finalizado;2021-01-28 00:00:00;Burdakov A. (Ukr);Kievskiy Y. (Ukr);1;3;[{'home': 11, 'away': 13}, {'home': 11, 'away': 8}, {'home': 6, 'away': 11}, {'home': 8, 'away': 11}];;
673;Win Cup (Ucrania);1;g_25_ImuHLfJq;Finalizado;2021-01-28 00:00:00;Varchenko M. (Ukr);Elkhov A. (Ukr);3;2;[{'home': 11, 'away': 8}, {'home': 8, 'away': 11}, {'home': 7, 'away': 11}, {'home': 11, 'away': 9}, {'home': 11, 'away': 6}];1.18;4.05
674;Win Cup (Ucrania);1;g_25_vZVGuVS5;Finalizado;2021-01-28 00:00:00;Bortsov D. (Ukr);Korobeynik S. (Ukr);3;1;[{'home': 9, 'away': 11}, {'home': 11, 'away': 9}, {'home': 11, 'away': 4}, {'home': 11, 'away': 8}];2.26;1.53
675;Win Cup (Ucrania);1;g_25_dAtCtBDa;Finalizado;2021-01-28 00:00:00;Kubrak S. (Ukr);Podpaly I. (Ukr);1;3;[{'home': 11, 'away': 8}, {'home': 6, 'away': 11}, {'home': 9, 'away': 11}, {'home': 8, 'away': 11}];;
676;Win Cup (Ucrania);1;g_25_Yy1jgZvF;Finalizado;2021-01-28 00:00:00;Pavlyuk R. (Ukr);Andreev O. (Ukr);3;2;[{'home': 11, 'away': 7}, {'home': 6, 'away': 11}, {'home': 6, 'away': 11}, {'home': 11, 'away': 4}, {'home': 11, 'away': 7}];;
677;Win Cup (Ucrania);1;g_25_OprPJYmd;Finalizado;2021-01-28 00:00:00;Nemchenko D. (Ukr);Moroz K. (Ukr);1;3;[{'home': 11, 'away': 6}, {'home': 6, 'away': 11}, {'home': 6, 'away': 11}, {'home': 8, 'away': 11}];2.55;1.42
678;Win Cup (Ucrania);1;g_25_trtMEt7h;Finalizado;2021-01-28 00:00:00;Ptitsyn D. (Ukr);Gedz V. (Ukr);3;0;[{'home': 12, 'away': 10}, {'home': 12, 'away': 10}, {'home': 11, 'away': 7}];;
679;Win Cup (Ucrania);1;g_25_CAvLKEYk;Finalizado;2021-01-28 00:00:00;Vakulin A. (Ukr);Kutniy I. (Ukr);2;3;[{'home': 11, 'away': 9}, {'home': 8, 'away': 11}, {'home': 11, 'away': 1}, {'home': 3, 'away': 11}, {'home': 15, 'away': 17}];;
680;Win Cup (Ucrania);1;g_25_C0qOw9cI;Finalizado;2021-01-28 00:00:00;Khamurda V. (Ukr);Bortsov D. (Ukr);2;3;[{'home': 4, 'away': 11}, {'home': 9, 'away': 11}, {'home': 11, 'away': 9}, {'home': 13, 'away': 11}, {'home': 8, 'away': 11}];1.58;2.15
681;Win Cup (Ucrania);1;g_25_IPUKvkrC;Finalizado;2021-01-28 00:00:00;Korobeynik S. (Ukr);Polusmiak V. (Ukr);3;1;[{'home': 11, 'away': 7}, {'home': 12, 'away': 10}, {'home': 6, 'away': 11}, {'home': 11, 'away': 8}];1.18;4.05
682;Win Cup (Ucrania);1;g_25_CSafhgfL;Finalizado;2021-01-28 00:00:00;Plakhteyev N. (Ukr);Zhuravlev A. (Ukr);3;2;[{'home': 7, 'away': 11}, {'home': 8, 'away': 11}, {'home': 11, 'away': 5}, {'home': 11, 'away': 8}, {'home': 11, 'away': 9}];;
683;Win Cup (Ucrania);1;g_25_KYvQD0Mb;Finalizado;2021-01-28 00:00:00;Gedz V. (Ukr);Kievskiy Y. (Ukr);3;2;[{'home': 7, 'away': 11}, {'home': 12, 'away': 10}, {'home': 7, 'away': 11}, {'home': 11, 'away': 6}, {'home': 11, 'away': 5}];;
684;Win Cup (Ucrania);1;g_25_4tLBsxt3;Finalizado;2021-01-28 00:00:00;Kutniy I. (Ukr);Nemchenko D. (Ukr);3;1;[{'home': 11, 'away': 8}, {'home': 10, 'away': 12}, {'home': 11, 'away': 8}, {'home': 11, 'away': 5}];2.6;1.4
685;Win Cup (Ucrania);1;g_25_QkM7rIQd;Finalizado;2021-01-28 00:00:00;Moroz K. (Ukr);Babenko P. (Ukr);3;1;[{'home': 11, 'away': 9}, {'home': 6, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 7}];;
686;Win Cup (Ucrania);1;g_25_jirSxTCO;Finalizado;2021-01-28 00:00:00;Bazyn F. (Ukr);Korobeynik S. (Ukr);1;3;[{'home': 11, 'away': 9}, {'home': 9, 'away': 11}, {'home': 6, 'away': 11}, {'home': 7, 'away': 11}];3.0;1.3
687;Win Cup (Ucrania);1;g_25_EROLVgas;Finalizado;2021-01-28 00:00:00;Bortsov D. (Ukr);Gorchakov V. (Ukr);3;0;[{'home': 11, 'away': 5}, {'home': 11, 'away': 5}, {'home': 11, 'away': 7}];1.14;4.65
688;Win Cup (Ucrania);1;g_25_YFPFtde9;Finalizado;2021-01-28 00:00:00;Elkhov A. (Ukr);Vakulin A. (Ukr);1;3;[{'home': 11, 'away': 9}, {'home': 7, 'away': 11}, {'home': 9, 'away': 11}, {'home': 3, 'away': 11}];;
689;Win Cup (Ucrania);1;g_25_neBMCKy5;Finalizado;2021-01-28 00:00:00;Ptitsyn D. (Ukr);Burdakov A. (Ukr);3;0;[{'home': 11, 'away': 9}, {'home': 11, 'away': 9}, {'home': 11, 'away': 7}];;
690;Win Cup (Ucrania);1;g_25_C6OJuGAF;Finalizado;2021-01-28 00:00:00;Riabukhin A. (Ukr);Varchenko M. (Ukr);0;3;[{'home': 8, 'away': 11}, {'home': 4, 'away': 11}, {'home': 9, 'away': 11}];1.98;1.68
691;Win Cup (Ucrania);1;g_25_tjjOdgTG;Finalizado;2021-01-28 00:00:00;Khorolsky V. (Rus);Kalenik S. (Ukr);3;1;[{'home': 11, 'away': 3}, {'home': 11, 'away': 5}, {'home': 4, 'away': 11}, {'home': 11, 'away': 9}];1.68;1.98
692;Win Cup (Ucrania);1;g_25_lU2zjrC1;Finalizado;2021-01-28 00:00:00;Surzhik V. (Ukr);Gusev V. (Ukr);3;2;[{'home': 11, 'away': 7}, {'home': 9, 'away': 11}, {'home': 8, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 9}];;
693;Win Cup (Ucrania);1;g_25_8CMKeDrN;Finalizado;2021-01-28 00:00:00;Vavrenyuk S. (Ukr);Lazebny R. (Ukr);3;0;[{'home': 11, 'away': 4}, {'home': 11, 'away': 8}, {'home': 12, 'away': 10}];1.45;2.47
694;Win Cup (Ucrania);1;g_25_SK1vk2R7;Finalizado;2021-01-28 00:00:00;Krol Y. (Ukr);Chukanov M. (Ukr);1;3;[{'home': 8, 'away': 11}, {'home': 9, 'away': 11}, {'home': 14, 'away': 12}, {'home': 8, 'away': 11}];;
695;Win Cup (Ucrania);1;g_25_t24biD9R;Finalizado;2021-01-28 00:00:00;Khorolsky V. (Rus);Lazebny R. (Ukr);3;1;[{'home': 11, 'away': 9}, {'home': 11, 'away': 9}, {'home': 15, 'away': 17}, {'home': 11, 'away': 7}];2.17;1.57
696;Win Cup (Ucrania);1;g_25_UHDxcWct;Finalizado;2021-01-28 00:00:00;Surzhik V. (Ukr);Chukanov M. (Ukr);2;3;[{'home': 9, 'away': 11}, {'home': 11, 'away': 9}, {'home': 17, 'away': 15}, {'home': 9, 'away': 11}, {'home': 9, 'away': 11}];;
697;Win Cup (Ucrania);1;g_25_rBjQnXHr;Finalizado;2021-01-28 00:00:00;Vavrenyuk S. (Ukr);Kalenik S. (Ukr);0;3;[{'home': 8, 'away': 11}, {'home': 7, 'away': 11}, {'home': 7, 'away': 11}];2.55;1.42
698;Win Cup (Ucrania);1;g_25_OvDtdjDn;Finalizado;2021-01-28 00:00:00;Krol Y. (Ukr);Gusev V. (Ukr);1;3;[{'home': 11, 'away': 5}, {'home': 7, 'away': 11}, {'home': 9, 'away': 11}, {'home': 6, 'away': 11}];;
699;Win Cup (Ucrania);1;g_25_QZuVoiXl;Finalizado;2021-01-28 00:00:00;Khorolsky V. (Rus);Vavrenyuk S. (Ukr);1;3;[{'home': 12, 'away': 10}, {'home': 5, 'away': 11}, {'home': 10, 'away': 12}, {'home': 9, 'away': 11}];1.78;1.88
700;Win Cup (Ucrania);1;g_25_2VBpeASh;Finalizado;2021-01-28 00:00:00;Surzhik V. (Ukr);Krol Y. (Ukr);1;3;[{'home': 3, 'away': 11}, {'home': 9, 'away': 11}, {'home': 12, 'away': 10}, {'home': 4, 'away': 11}];1.83;1.83
701;Win Cup (Ucrania);1;g_25_OKbYpBne;Finalizado;2021-01-28 00:00:00;Lazebny R. (Ukr);Kalenik S. (Ukr);3;1;[{'home': 11, 'away': 8}, {'home': 12, 'away': 10}, {'home': 10, 'away': 12}, {'home': 11, 'away': 4}];2.26;1.53
702;Win Cup (Ucrania);1;g_25_K66kfUsa;Finalizado;2021-01-28 00:00:00;Chukanov M. (Ukr);Gusev V. (Ukr);0;3;[{'home': 18, 'away': 20}, {'home': 7, 'away': 11}, {'home': 11, 'away': 13}];1.73;1.93
703;Win Cup (Ucrania);1;g_25_IsbxpV11;Finalizado;2021-01-28 00:00:00;Kalenik S. (Ukr);Khorolsky V. (Rus);2;3;[{'home': 3, 'away': 11}, {'home': 9, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 5}, {'home': 12, 'away': 14}];;
704;Win Cup (Ucrania);1;g_25_bc5gglc5;Finalizado;2021-01-28 00:00:00;Gusev V. (Ukr);Surzhik V. (Ukr);3;0;[{'home': 11, 'away': 7}, {'home': 11, 'away': 1}, {'home': 11, 'away': 8}];;
705;Win Cup (Ucrania);1;g_25_dYdtqkH7;Finalizado;2021-01-28 00:00:00;Lazebny R. (Ukr);Vavrenyuk S. (Ukr);2;3;[{'home': 9, 'away': 11}, {'home': 11, 'away': 8}, {'home': 11, 'away': 9}, {'home': 4, 'away': 11}, {'home': 8, 'away': 11}];;
706;Win Cup (Ucrania);1;g_25_hK4ch8CB;Finalizado;2021-01-28 00:00:00;Chukanov M. (Ukr);Krol Y. (Ukr);3;2;[{'home': 11, 'away': 9}, {'home': 12, 'away': 10}, {'home': 4, 'away': 11}, {'home': 5, 'away': 11}, {'home': 11, 'away': 5}];;
707;Win Cup (Ucrania);1;g_25_YktP7Yg8;Finalizado;2021-01-28 00:00:00;Lazebny R. (Ukr);Khorolsky V. (Rus);3;0;[{'home': 11, 'away': 5}, {'home': 11, 'away': 5}, {'home': 11, 'away': 7}];;
708;Win Cup (Ucrania);1;g_25_4f81iSRH;Finalizado;2021-01-28 00:00:00;Chukanov M. (Ukr);Surzhik V. (Ukr);2;3;[{'home': 5, 'away': 11}, {'home': 11, 'away': 3}, {'home': 11, 'away': 9}, {'home': 4, 'away': 11}, {'home': 15, 'away': 17}];1.64;2.06
