"h_wt_score";"a_wt_score";"h_h2h_wins";"a_h2h_wins";"t_h2h";"h_h2h_wt_score";"a_h2h_wt_score";"h_lg_wt_score";"a_lg_wt_score";"h_d_opp_wt_score";"a_d_opp_wt_score";"winner"
33.8519250480;50.8952864631;5;6;11;29.2727272727;33.4545454545;28.2000000000;23.4400000000;38.8333333333;32.8333333333;2
11.1159241118;-4.5380654911;8;7;15;32.2666666667;31.2000000000;28.2000000000;25.2800000000;37.2142857143;28.0714285714;2
40.8955490558;-25.1309748852;3;1;4;41.0000000000;33.6250000000;29.6800000000;26.6800000000;34.2500000000;39.0000000000;1
-17.8681732580;-0.2909286057;1;0;1;38.5000000000;9.5000000000;26.5600000000;24.1200000000;30.0000000000;25.6666666667;1
40.8955490558;-4.5380654911;2;0;2;39.7500000000;17.2500000000;29.6800000000;25.2800000000;34.5000000000;33.7500000000;1
23.4221000631;33.8519250480;3;4;7;36.0714285714;38.2142857143;28.6000000000;28.2000000000;34.0833333333;34.1666666667;1
11.1159241118;-25.1309748852;2;4;6;35.6666666667;38.9166666667;28.2000000000;26.6800000000;33.0714285714;31.4285714286;2
-17.8681732580;50.8952864631;1;1;2;24.0000000000;23.2500000000;26.5600000000;23.4400000000;39.3333333333;40.3333333333;2
40.8955490558;11.1159241118;1;1;2;28.7500000000;38.2500000000;29.6800000000;28.2000000000;40.0000000000;31.8750000000;1
33.8519250480;-0.2909286057;5;3;8;32.0625000000;28.6250000000;28.2000000000;24.1200000000;36.7142857143;27.7857142857;1
-17.8681732580;33.8519250480;0;1;1;36.0000000000;44.5000000000;26.5600000000;28.2000000000;30.8333333333;27.1666666667;2
-25.1309748852;-4.5380654911;5;1;6;43.3333333333;33.0000000000;26.6800000000;25.2800000000;29.8571428571;30.7142857143;1
40.8955490558;-25.1309748852;3;1;4;41.0000000000;33.6250000000;29.6800000000;26.6800000000;34.2500000000;39.0000000000;1
23.4221000631;50.8952864631;2;3;5;26.6000000000;31.2000000000;28.6000000000;23.4400000000;35.1250000000;38.5000000000;2
11.1159241118;-4.5380654911;8;7;15;32.2666666667;31.2000000000;28.2000000000;25.2800000000;37.2142857143;28.0714285714;2
-17.8681732580;23.4221000631;1;0;1;43.5000000000;34.5000000000;26.5600000000;28.6000000000;28.3333333333;38.8333333333;1
11.1159241118;-25.1309748852;2;4;6;35.6666666667;38.9166666667;28.2000000000;26.6800000000;33.0714285714;31.4285714286;1
50.8952864631;-0.2909286057;5;1;6;38.3333333333;24.0833333333;23.4400000000;24.1200000000;32.5833333333;26.7500000000;1
40.8955490558;-4.5380654911;2;0;2;39.7500000000;17.2500000000;29.6800000000;25.2800000000;34.5000000000;33.7500000000;1
11.1159241118;40.8955490558;1;1;2;38.2500000000;28.7500000000;28.2000000000;29.6800000000;31.8750000000;40.0000000000;1
-36.7155922396;39.7708789799;4;14;18;28.3333333333;39.3333333333;21.7600000000;30.9600000000;32.9166666667;39.9166666667;2
-53.3823165654;14.2536524904;3;12;15;24.8666666667;37.5666666667;21.1200000000;26.6400000000;29.7500000000;28.5833333333;2
14.2536524904;39.7708789799;17;12;29;32.9827586207;31.3448275862;26.6400000000;30.9600000000;39.5000000000;39.7500000000;2
34.2473721838;-21.7149616969;5;2;7;40.0714285714;30.7142857143;30.0000000000;31.2800000000;40.3333333333;36.3333333333;2
-53.3823165654;-36.7155922396;6;2;8;40.0000000000;25.7500000000;21.1200000000;21.7600000000;26.6250000000;33.2500000000;2
-32.7326529637;-35.5810321646;5;3;8;34.6875000000;30.0625000000;26.3600000000;27.0400000000;26.3000000000;36.6000000000;1
-17.8768226576;-21.3121098827;2;4;6;24.5000000000;32.0833333333;27.2000000000;16.7200000000;40.1250000000;28.5000000000;2
-20.3818717372;-11.3846602945;3;4;7;31.2142857143;33.7142857143;22.5600000000;29.6400000000;33.3000000000;41.5000000000;2
38.4879393130;9.4563048930;4;0;4;42.5000000000;26.1250000000;33.5600000000;28.9600000000;40.8750000000;36.3750000000;1
-15.9509799877;-50.6072673447;2;4;6;31.0000000000;37.5000000000;25.8800000000;28.7600000000;32.5000000000;35.3750000000;2
34.2473721838;-11.3846602945;5;4;9;34.5000000000;34.8888888889;30.0000000000;29.6400000000;38.1000000000;36.7000000000;1
-10.9593237427;-21.3121098827;2;2;4;36.8750000000;30.0000000000;28.0800000000;16.7200000000;29.6250000000;27.2500000000;1
-31.8527260008;-19.1014821044;1;2;3;20.5000000000;28.8333333333;17.4400000000;22.6800000000;20.3750000000;30.7500000000;1
-32.7326529637;-50.6072673447;1;1;2;33.2500000000;33.7500000000;26.3600000000;28.7600000000;25.3750000000;39.3750000000;1
-17.8768226576;25.0413079700;3;3;6;32.0000000000;36.3333333333;27.2000000000;28.6400000000;30.1000000000;30.1000000000;1
3.8100758504;-8.5243955693;3;1;4;40.5000000000;29.3750000000;29.3200000000;21.8000000000;36.4000000000;31.7000000000;1
-20.3818717372;-21.7149616969;3;4;7;34.7142857143;32.5714285714;22.5600000000;31.2800000000;28.5000000000;36.5000000000;2
38.4879393130;-19.1014821044;2;0;2;41.5000000000;22.5000000000;33.5600000000;22.6800000000;42.7000000000;27.8000000000;1
-15.9509799877;-35.5810321646;9;3;12;39.3750000000;33.0416666667;25.8800000000;27.0400000000;33.5833333333;28.0833333333;2
5.3583752329;-0.6738544474;3;1;4;39.6250000000;36.0000000000;32.2400000000;28.7600000000;40.4166666667;36.5000000000;1
34.2473721838;-20.3818717372;3;2;5;41.0000000000;32.8000000000;30.0000000000;22.5600000000;33.5000000000;28.9000000000;1
-10.9593237427;25.0413079700;3;1;4;35.8750000000;29.1250000000;28.0800000000;28.6400000000;32.3750000000;34.3750000000;2
-31.8527260008;9.4563048930;0;5;5;17.6000000000;40.3000000000;17.4400000000;28.9600000000;25.5000000000;33.7500000000;2
-11.3846602945;-21.7149616969;6;10;16;32.6250000000;35.5937500000;29.6400000000;31.2800000000;41.0000000000;44.1000000000;1
-32.7326529637;-15.9509799877;0;4;4;11.5000000000;38.0000000000;26.3600000000;25.8800000000;37.4000000000;28.8000000000;2
-17.8768226576;-10.9593237427;4;0;4;45.5000000000;33.5000000000;27.2000000000;28.0800000000;30.3750000000;30.2500000000;1
3.8100758504;-0.6738544474;1;1;2;38.7500000000;35.7500000000;29.3200000000;28.7600000000;35.0000000000;34.8750000000;1
38.4879393130;-31.8527260008;2;0;2;40.2500000000;24.0000000000;33.5600000000;17.4400000000;43.7500000000;20.8750000000;1
25.0413079700;-21.3121098827;4;2;6;35.7500000000;28.5000000000;28.6400000000;16.7200000000;34.5000000000;25.0000000000;1
-50.6072673447;-35.5810321646;2;2;4;38.5000000000;33.3750000000;28.7600000000;27.0400000000;37.3000000000;33.5000000000;1
5.3583752329;-8.5243955693;4;0;4;40.6250000000;19.8750000000;32.2400000000;21.8000000000;38.0000000000;28.2000000000;1
-21.7149616969;34.2473721838;2;5;7;30.7142857143;40.0714285714;31.2800000000;30.0000000000;36.3333333333;40.3333333333;1
-19.1014821044;9.4563048930;3;3;6;37.3333333333;35.5833333333;22.6800000000;28.9600000000;26.3000000000;38.7000000000;2
-11.3846602945;-20.3818717372;4;3;7;33.7142857143;31.2142857143;29.6400000000;22.5600000000;41.5000000000;33.3000000000;1
3.8100758504;5.3583752329;1;3;4;33.3750000000;39.5000000000;29.3200000000;32.2400000000;39.0000000000;37.6250000000;2
-35.5810321646;-32.7326529637;3;5;8;30.0625000000;34.6875000000;27.0400000000;26.3600000000;36.6000000000;26.3000000000;2
9.4563048930;38.4879393130;0;4;4;26.1250000000;42.5000000000;28.9600000000;33.5600000000;36.3750000000;40.8750000000;2
25.0413079700;-10.9593237427;1;3;4;29.1250000000;35.8750000000;28.6400000000;28.0800000000;34.3750000000;32.3750000000;2
-50.6072673447;-15.9509799877;4;2;6;37.5000000000;31.0000000000;28.7600000000;25.8800000000;35.3750000000;32.5000000000;1
-11.3846602945;34.2473721838;4;5;9;34.8888888889;34.5000000000;29.6400000000;30.0000000000;36.7000000000;38.1000000000;1
-0.6738544474;-8.5243955693;1;1;2;31.0000000000;33.0000000000;28.7600000000;21.8000000000;38.4000000000;24.8000000000;1
-19.1014821044;-31.8527260008;2;1;3;28.8333333333;20.5000000000;22.6800000000;17.4400000000;30.7500000000;20.3750000000;1
25.0413079700;-17.8768226576;3;3;6;36.3333333333;32.0000000000;28.6400000000;27.2000000000;30.1000000000;30.1000000000;1
-50.6072673447;-32.7326529637;1;1;2;33.7500000000;33.2500000000;28.7600000000;26.3600000000;39.3750000000;25.3750000000;1
-8.5243955693;3.8100758504;1;3;4;29.3750000000;40.5000000000;21.8000000000;29.3200000000;31.7000000000;36.4000000000;2
-21.7149616969;-20.3818717372;4;3;7;32.5714285714;34.7142857143;31.2800000000;22.5600000000;36.5000000000;28.5000000000;1
-19.1014821044;38.4879393130;0;2;2;22.5000000000;41.5000000000;22.6800000000;33.5600000000;27.8000000000;42.7000000000;2
-15.9509799877;-32.7326529637;4;0;4;38.0000000000;11.5000000000;25.8800000000;26.3600000000;28.8000000000;37.4000000000;1
-0.6738544474;5.3583752329;1;3;4;36.0000000000;39.6250000000;28.7600000000;32.2400000000;36.5000000000;40.4166666667;1
-20.3818717372;34.2473721838;2;3;5;32.8000000000;41.0000000000;22.5600000000;30.0000000000;28.9000000000;33.5000000000;1
-21.3121098827;-10.9593237427;2;2;4;30.0000000000;36.8750000000;16.7200000000;28.0800000000;27.2500000000;29.6250000000;1
9.4563048930;-31.8527260008;5;0;5;40.3000000000;17.6000000000;28.9600000000;17.4400000000;33.7500000000;25.5000000000;1
-10.9593237427;-17.8768226576;0;4;4;33.5000000000;45.5000000000;28.0800000000;27.2000000000;30.2500000000;30.3750000000;2
-0.6738544474;3.8100758504;1;1;2;35.7500000000;38.7500000000;28.7600000000;29.3200000000;34.8750000000;35.0000000000;1
-21.7149616969;-11.3846602945;10;6;16;35.5937500000;32.6250000000;31.2800000000;29.6400000000;44.1000000000;41.0000000000;2
-35.5810321646;-15.9509799877;3;9;12;33.0416666667;39.3750000000;27.0400000000;25.8800000000;28.0833333333;33.5833333333;1
-31.8527260008;38.4879393130;0;2;2;24.0000000000;40.2500000000;17.4400000000;33.5600000000;20.8750000000;43.7500000000;2
-21.3121098827;25.0413079700;2;4;6;28.5000000000;35.7500000000;16.7200000000;28.6400000000;25.0000000000;34.5000000000;1
-35.5810321646;-50.6072673447;2;2;4;33.3750000000;38.5000000000;27.0400000000;28.7600000000;33.5000000000;37.3000000000;1
-8.5243955693;5.3583752329;0;4;4;19.8750000000;40.6250000000;21.8000000000;32.2400000000;28.2000000000;38.0000000000;2
9.4563048930;-19.1014821044;3;3;6;35.5833333333;37.3333333333;28.9600000000;22.6800000000;38.7000000000;26.3000000000;2
45.4461836242;-53.5841584158;2;1;3;38.5000000000;24.3333333333;31.2000000000;27.2000000000;41.7500000000;35.0000000000;1
24.6608295438;12.6779897438;0;2;2;36.5000000000;45.2500000000;25.9200000000;22.1200000000;31.5000000000;16.4166666667;2
24.4136443196;13.2910320977;3;2;5;31.3000000000;29.7000000000;30.2800000000;26.3600000000;35.0833333333;38.2500000000;1
5.3583752329;3.8100758504;3;1;4;39.5000000000;33.3750000000;32.2400000000;29.3200000000;37.6250000000;39.0000000000;1
-24.9059386524;10.7157132291;4;4;8;33.0000000000;33.6250000000;14.6800000000;31.4400000000;17.0833333333;38.3333333333;2
-22.9719783673;-52.2146891885;1;0;1;42.5000000000;20.0000000000;25.2400000000;22.5200000000;32.5000000000;28.5833333333;1
-32.3846484401;-10.5497071870;0;2;2;27.0000000000;42.5000000000;25.1200000000;24.8400000000;27.5000000000;28.9166666667;2
-3.1382073035;-9.6360278140;2;1;3;38.1666666667;25.1666666667;28.4800000000;26.4800000000;37.2142857143;37.7857142857;2
-8.5243955693;-0.6738544474;1;1;2;33.0000000000;31.0000000000;21.8000000000;28.7600000000;24.8000000000;38.4000000000;1
8.7455652117;10.7157132291;0;2;2;9.2500000000;37.5000000000;28.2000000000;31.4400000000;34.2500000000;39.0833333333;2
4.6700867534;-28.8281762213;5;0;5;40.1000000000;17.3000000000;27.2000000000;26.2400000000;30.6666666667;34.2500000000;1
12.6779897438;-9.6360278140;0;3;3;22.3333333333;41.6666666667;22.1200000000;26.4800000000;20.9166666667;37.0833333333;2
-10.5497071870;-3.1382073035;7;6;13;34.0000000000;34.3846153846;24.8400000000;28.4800000000;31.0625000000;34.8750000000;2
8.7455652117;4.6700867534;1;1;2;32.7500000000;31.0000000000;28.2000000000;27.2000000000;31.8333333333;29.9166666667;2
1.4362031476;45.4461836242;0;4;4;21.2500000000;40.2500000000;28.5600000000;31.2000000000;38.0000000000;40.7500000000;2
-52.2146891885;-28.8281762213;0;3;3;23.6666666667;40.3333333333;22.5200000000;26.2400000000;29.9166666667;29.6666666667;2
13.2910320977;-32.3846484401;4;2;6;33.6666666667;29.5000000000;26.3600000000;25.1200000000;38.0833333333;23.9166666667;2
24.6608295438;24.4136443196;4;2;6;39.0000000000;34.1666666667;25.9200000000;30.2800000000;30.6875000000;38.3125000000;1
-26.0531078499;1.4362031476;0;3;3;23.0000000000;41.8333333333;24.6000000000;28.5600000000;26.1250000000;28.2500000000;2
-22.9719783673;-24.9059386524;2;0;2;41.2500000000;30.0000000000;25.2400000000;14.6800000000;33.1666666667;17.0000000000;1
10.7157132291;9.5115322288;3;1;4;35.8750000000;22.2500000000;31.4400000000;27.3200000000;38.9285714286;41.4285714286;1
-32.3846484401;24.6608295438;5;6;11;35.6363636364;38.1363636364;25.1200000000;25.9200000000;31.0625000000;32.1875000000;2
24.4136443196;12.6779897438;1;0;1;47.0000000000;39.0000000000;30.2800000000;22.1200000000;34.0833333333;17.7500000000;1
9.5115322288;-22.9719783673;1;0;1;39.5000000000;26.0000000000;27.3200000000;25.2400000000;36.0000000000;35.2500000000;1
-24.9059386524;-52.2146891885;4;0;4;39.6250000000;18.2500000000;14.6800000000;22.5200000000;15.0000000000;30.0000000000;1
-53.5841584158;45.4461836242;1;2;3;24.3333333333;38.5000000000;27.2000000000;31.2000000000;35.0000000000;41.7500000000;1
-9.6360278140;-10.5497071870;2;1;3;35.5000000000;38.0000000000;26.4800000000;24.8400000000;33.2142857143;32.5714285714;1
-3.1382073035;13.2910320977;5;6;11;34.3181818182;35.5454545455;28.4800000000;26.3600000000;33.8750000000;35.1875000000;1
-28.8281762213;8.7455652117;1;1;2;34.5000000000;32.0000000000;26.2400000000;28.2000000000;28.9166666667;32.2500000000;1
-26.0531078499;45.4461836242;4;5;9;32.4444444444;34.4444444444;24.6000000000;31.2000000000;28.0000000000;39.5000000000;2
4.6700867534;10.7157132291;8;10;18;33.0833333333;34.1111111111;27.2000000000;31.4400000000;30.7857142857;39.5714285714;1
12.6779897438;-10.5497071870;0;1;1;11.0000000000;37.5000000000;22.1200000000;24.8400000000;22.4166666667;29.5833333333;2
13.2910320977;-9.6360278140;5;2;7;35.2142857143;32.8571428571;26.3600000000;26.4800000000;32.8750000000;35.7500000000;1
-52.2146891885;8.7455652117;0;1;1;32.5000000000;44.5000000000;22.5200000000;28.2000000000;26.5000000000;28.6666666667;2
-53.5841584158;-26.0531078499;1;3;4;31.1250000000;34.3750000000;27.2000000000;24.6000000000;31.2500000000;26.8750000000;1
10.7157132291;-28.8281762213;4;1;5;42.2000000000;33.1000000000;31.4400000000;26.2400000000;38.0000000000;32.0833333333;1
24.6608295438;-3.1382073035;0;1;1;37.5000000000;44.5000000000;25.9200000000;28.4800000000;31.3333333333;35.5000000000;2
24.4136443196;-32.3846484401;2;4;6;28.8333333333;35.9166666667;30.2800000000;25.1200000000;40.1250000000;29.3125000000;2
45.4461836242;1.4362031476;4;0;4;40.2500000000;21.2500000000;31.2000000000;28.5600000000;40.7500000000;38.0000000000;1
8.7455652117;-24.9059386524;3;0;3;41.1666666667;17.5000000000;28.2000000000;14.6800000000;29.8333333333;20.0833333333;1
-22.9719783673;4.6700867534;1;1;2;31.5000000000;34.0000000000;25.2400000000;27.2000000000;32.6666666667;32.6666666667;1
-32.3846484401;12.6779897438;1;4;5;32.7000000000;37.9000000000;25.1200000000;22.1200000000;24.6666666667;22.6666666667;1
-3.1382073035;24.4136443196;1;1;2;26.0000000000;23.0000000000;28.4800000000;30.2800000000;40.5000000000;35.4166666667;2
9.5115322288;-52.2146891885;2;1;3;33.3333333333;33.5000000000;27.3200000000;22.5200000000;32.9285714286;24.7142857143;1
1.4362031476;-53.5841584158;2;1;3;35.0000000000;30.3333333333;28.5600000000;27.2000000000;34.0000000000;33.0000000000;1
4.6700867534;-24.9059386524;6;1;7;36.4285714286;23.0000000000;27.2000000000;14.6800000000;30.6666666667;19.7500000000;1
-9.6360278140;24.6608295438;0;1;1;25.5000000000;41.5000000000;26.4800000000;25.9200000000;39.7500000000;30.6666666667;2
-10.5497071870;13.2910320977;6;4;10;36.3500000000;33.5500000000;24.8400000000;26.3600000000;31.1250000000;29.9375000000;2
45.4461836242;-26.0531078499;5;4;9;34.4444444444;32.4444444444;31.2000000000;24.6000000000;39.5000000000;28.0000000000;1
-28.8281762213;-22.9719783673;1;3;4;25.6250000000;37.0000000000;26.2400000000;25.2400000000;28.9166666667;35.3333333333;1
9.5115322288;8.7455652117;1;0;1;43.5000000000;33.5000000000;27.3200000000;28.2000000000;35.3333333333;30.5000000000;1
12.6779897438;13.2910320977;0;1;1;8.0000000000;37.5000000000;22.1200000000;26.3600000000;22.9166666667;35.7500000000;2
24.6608295438;-10.5497071870;0;1;1;8.0000000000;37.5000000000;25.9200000000;24.8400000000;36.2500000000;29.5833333333;2
-52.2146891885;10.7157132291;4;3;7;35.5714285714;35.8571428571;22.5200000000;31.4400000000;25.2857142857;37.8571428571;2
-22.9719783673;8.7455652117;0;1;1;23.0000000000;41.5000000000;25.2400000000;28.2000000000;35.7500000000;29.1666666667;2
-32.3846484401;-3.1382073035;0;3;3;19.1666666667;41.0000000000;25.1200000000;28.4800000000;28.5833333333;36.3333333333;2
24.4136443196;-9.6360278140;2;1;3;31.5000000000;28.3333333333;30.2800000000;26.4800000000;34.7500000000;37.9166666667;1
9.5115322288;4.6700867534;1;3;4;27.2500000000;34.3750000000;27.3200000000;27.2000000000;36.3333333333;34.8333333333;1
1.4362031476;-26.0531078499;3;0;3;41.8333333333;23.0000000000;28.5600000000;24.6000000000;28.2500000000;26.1250000000;1
-24.9059386524;-28.8281762213;4;2;6;36.0833333333;33.0833333333;14.6800000000;26.2400000000;19.0833333333;29.5000000000;2
-9.6360278140;-32.3846484401;4;1;5;38.3000000000;21.4000000000;26.4800000000;25.1200000000;37.7500000000;29.3333333333;1
-3.1382073035;12.6779897438;1;0;1;38.0000000000;11.0000000000;28.4800000000;22.1200000000;36.5833333333;22.4166666667;1
-28.8281762213;9.5115322288;0;5;5;26.6000000000;43.0000000000;26.2400000000;27.3200000000;32.1666666667;35.5000000000;2
-26.0531078499;-53.5841584158;3;1;4;34.3750000000;31.1250000000;24.6000000000;27.2000000000;26.8750000000;31.2500000000;1
4.6700867534;-52.2146891885;8;3;11;35.5454545455;23.6818181818;27.2000000000;22.5200000000;33.3333333333;24.9166666667;2
13.2910320977;24.6608295438;3;0;3;38.8333333333;13.3333333333;26.3600000000;25.9200000000;35.0833333333;34.0833333333;1
-10.5497071870;24.4136443196;0;2;2;30.5000000000;43.2500000000;24.8400000000;30.2800000000;32.0000000000;35.0000000000;2
-24.9059386524;9.5115322288;1;1;2;24.0000000000;23.2500000000;14.6800000000;27.3200000000;19.5000000000;36.3333333333;2
-53.5841584158;1.4362031476;1;2;3;30.3333333333;35.0000000000;27.2000000000;28.5600000000;33.0000000000;34.0000000000;1
10.7157132291;-22.9719783673;1;1;2;33.0000000000;27.2500000000;31.4400000000;25.2400000000;41.0000000000;32.8333333333;2
18.1669837893;1.4037284973;1;1;2;28.7500000000;32.7500000000;26.0400000000;23.6000000000;29.5000000000;31.6250000000;2
8.5517463748;-5.6974305933;2;2;4;24.7500000000;28.0000000000;20.9600000000;27.1600000000;25.3750000000;31.5000000000;2
22.5371807245;14.6196278886;17;12;29;32.6724137931;29.7931034483;25.3200000000;28.6400000000;34.7500000000;35.8750000000;2
20.2788546474;9.2053450339;3;2;5;33.1000000000;26.4000000000;23.2400000000;29.3200000000;28.4166666667;37.1666666667;2
18.1669837893;14.6196278886;6;4;10;31.7500000000;28.6500000000;26.0400000000;28.6400000000;25.2000000000;40.3000000000;2
8.5517463748;9.2053450339;0;2;2;18.0000000000;41.2500000000;20.9600000000;29.3200000000;20.7500000000;36.8750000000;2
22.5371807245;1.4037284973;8;6;14;31.3214285714;31.1785714286;25.3200000000;23.6000000000;29.4000000000;34.2000000000;2
20.2788546474;-5.6974305933;4;1;5;36.6000000000;27.9000000000;23.2400000000;27.1600000000;26.5833333333;32.8333333333;2
18.1669837893;22.5371807245;2;4;6;28.9166666667;39.6666666667;26.0400000000;25.3200000000;29.7500000000;30.2500000000;1
8.5517463748;20.2788546474;6;6;12;31.7916666667;33.2916666667;20.9600000000;23.2400000000;13.3750000000;24.5000000000;1
14.6196278886;1.4037284973;9;5;14;35.1428571429;28.0357142857;28.6400000000;23.6000000000;33.0000000000;32.5000000000;1
9.2053450339;-5.6974305933;12;12;24;31.6875000000;30.2916666667;29.3200000000;27.1600000000;39.7500000000;32.1666666667;2
1.4037284973;18.1669837893;1;1;2;32.7500000000;28.7500000000;23.6000000000;26.0400000000;31.6250000000;29.5000000000;2
-5.6974305933;8.5517463748;2;2;4;28.0000000000;24.7500000000;27.1600000000;20.9600000000;31.5000000000;25.3750000000;1
14.6196278886;22.5371807245;12;17;29;29.7931034483;32.6724137931;28.6400000000;25.3200000000;35.8750000000;34.7500000000;2
9.2053450339;20.2788546474;2;3;5;26.4000000000;33.1000000000;29.3200000000;23.2400000000;37.1666666667;28.4166666667;1
14.6196278886;18.1669837893;4;6;10;28.6500000000;31.7500000000;28.6400000000;26.0400000000;40.3000000000;25.2000000000;2
9.2053450339;8.5517463748;2;0;2;41.2500000000;18.0000000000;29.3200000000;20.9600000000;36.8750000000;20.7500000000;1
1.4037284973;22.5371807245;6;8;14;31.1785714286;31.3214285714;23.6000000000;25.3200000000;34.2000000000;29.4000000000;2
24.3486160786;8.5747665843;18;16;34;30.0735294118;29.5294117647;25.0400000000;23.4400000000;30.4166666667;32.9166666667;1
-5.6974305933;20.2788546474;1;4;5;27.9000000000;36.6000000000;27.1600000000;23.2400000000;32.8333333333;26.5833333333;2
-19.7587988552;16.3132950260;7;22;29;28.9655172414;37.7241379310;23.0800000000;23.0000000000;25.9166666667;28.0000000000;1
22.5371807245;18.1669837893;4;2;6;39.6666666667;28.9166666667;25.3200000000;26.0400000000;30.2500000000;29.7500000000;1
20.2788546474;8.5517463748;6;6;12;33.2916666667;31.7916666667;23.2400000000;20.9600000000;24.5000000000;13.3750000000;1
24.3486160786;16.3132950260;9;9;18;32.1111111111;28.9722222222;25.0400000000;23.0000000000;40.4166666667;29.8333333333;1
1.4037284973;14.6196278886;5;9;14;28.0357142857;35.1428571429;23.6000000000;28.6400000000;32.5000000000;33.0000000000;2
-5.6974305933;9.2053450339;12;12;24;30.2916666667;31.6875000000;27.1600000000;29.3200000000;32.1666666667;39.7500000000;2
-19.7587988552;8.5747665843;27;20;47;35.1489361702;33.5425531915;23.0800000000;23.4400000000;24.2500000000;25.9166666667;2
24.3486160786;-19.7587988552;29;12;41;33.2073170732;23.0731707317;25.0400000000;23.0800000000;30.0000000000;33.5000000000;1
16.3132950260;8.5747665843;9;11;20;31.8250000000;33.9250000000;23.0000000000;23.4400000000;23.5000000000;26.3333333333;1
8.5747665843;24.3486160786;16;18;34;29.5294117647;30.0735294118;23.4400000000;25.0400000000;32.9166666667;30.4166666667;2
16.3132950260;-19.7587988552;22;7;29;37.7241379310;28.9655172414;23.0000000000;23.0800000000;28.0000000000;25.9166666667;1
-25.5013680458;6.9289150630;5;3;8;36.8750000000;32.6875000000;28.6400000000;28.3600000000;32.2000000000;35.7000000000;1
-25.5013680458;29.9800303539;2;2;4;34.0000000000;36.0000000000;28.6400000000;28.0400000000;37.8000000000;33.4000000000;2
6.9289150630;29.9800303539;2;2;4;33.7500000000;37.0000000000;28.3600000000;28.0400000000;40.3333333333;36.8333333333;2
-83.5823799910;-44.3042475092;2;1;3;31.1666666667;28.3333333333;18.8000000000;20.0000000000;21.9444444444;26.5000000000;1
72.4412266211;24.9995067218;4;2;6;37.3333333333;30.6666666667;30.2800000000;25.7200000000;42.3750000000;30.8750000000;2
101.6896502430;73.5341144336;2;0;2;41.7500000000;24.5000000000;30.8800000000;31.7200000000;36.9166666667;40.0833333333;1
-83.5823799910;24.9995067218;0;2;2;17.0000000000;40.0000000000;18.8000000000;25.7200000000;32.1250000000;31.7500000000;2
73.5341144336;-44.3042475092;3;0;3;42.3333333333;23.5000000000;31.7200000000;20.0000000000;39.0000000000;27.3571428571;1
72.4412266211;101.6896502430;3;2;5;41.3000000000;36.3000000000;30.2800000000;30.8800000000;36.0000000000;41.0000000000;1
-83.5823799910;73.5341144336;0;2;2;15.0000000000;39.7500000000;18.8000000000;31.7200000000;25.5714285714;39.0000000000;2
101.6896502430;24.9995067218;2;0;2;39.7500000000;15.7500000000;30.8800000000;25.7200000000;36.0000000000;40.3333333333;1
72.4412266211;-44.3042475092;4;1;5;40.9000000000;27.7000000000;30.2800000000;20.0000000000;37.7500000000;27.8750000000;1
-83.5823799910;101.6896502430;0;4;4;20.5000000000;41.6250000000;18.8000000000;30.8800000000;23.9166666667;38.2500000000;2
72.4412266211;73.5341144336;2;2;4;37.6250000000;33.8750000000;30.2800000000;31.7200000000;37.1428571429;39.0000000000;1
24.9995067218;-44.3042475092;2;1;3;35.5000000000;34.8333333333;25.7200000000;20.0000000000;30.5000000000;24.8750000000;1
-83.5823799910;72.4412266211;0;7;7;21.7857142857;41.2142857143;18.8000000000;30.2800000000;20.6250000000;36.6875000000;2
101.6896502430;-44.3042475092;2;0;2;44.2500000000;27.7500000000;30.8800000000;20.0000000000;36.9166666667;22.8333333333;1
-66.5464131733;60.6900247321;0;3;3;23.6666666667;41.8333333333;19.7600000000;29.4400000000;25.2857142857;35.2142857143;2
-49.1869754726;-5.2263908228;0;2;2;22.5000000000;40.5000000000;19.8400000000;28.2800000000;30.4166666667;32.5833333333;2
-66.5464131733;-17.7664324746;0;1;1;32.0000000000;43.0000000000;19.7600000000;28.5600000000;18.1666666667;29.5000000000;2
-17.7664324746;60.6900247321;0;1;1;23.0000000000;40.0000000000;28.5600000000;29.4400000000;36.1666666667;38.6666666667;2
-49.1869754726;-5.2263908228;0;2;2;22.5000000000;40.5000000000;19.8400000000;28.2800000000;30.4166666667;32.5833333333;2
41.9956850330;10.9108131513;4;8;12;27.0416666667;36.3750000000;29.3600000000;25.0800000000;38.1666666667;27.8333333333;2
-50.0181597261;10.9108131513;4;8;12;26.7500000000;34.9583333333;26.5600000000;25.0800000000;32.6666666667;30.5000000000;1
41.9956850330;38.0192174344;2;2;4;32.7500000000;36.0000000000;29.3600000000;26.9600000000;39.2000000000;40.1000000000;1
-50.0181597261;38.0192174344;2;4;6;32.0833333333;33.6666666667;26.5600000000;26.9600000000;32.8333333333;33.5000000000;2
41.9956850330;-50.0181597261;10;2;12;41.4583333333;28.0416666667;29.3600000000;26.5600000000;36.6000000000;29.4000000000;1
10.9108131513;38.0192174344;0;4;4;28.1250000000;42.8750000000;25.0800000000;26.9600000000;31.8000000000;34.7000000000;2
38.0192174344;41.9956850330;2;2;4;36.0000000000;32.7500000000;26.9600000000;29.3600000000;40.1000000000;39.2000000000;2
10.9108131513;-50.0181597261;8;4;12;34.9583333333;26.7500000000;25.0800000000;26.5600000000;30.5000000000;32.6666666667;1
